identifier,title
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)"
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)"
TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)"
TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)"
TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)"
TM.TAX.MRCH.DP.ZS,"Tariff barriers, share of lines domestic peaks, all products (%)"
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)"
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)"
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)"
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)"
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)"
TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)"
TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)"
TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)"
TM.TAX.TCOM.DP.ZS,"Tariff barriers, share of lines domestic peaks, primary (%)"
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)"
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)"
TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)"
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)"
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)"
TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports)
TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports)
TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports)
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports)
TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports)
TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports)
TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports)
TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports)
TM.VAL.MRCH.CD.WT,Merchandise imports (current US$)
TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports)
TM.VAL.MRCH.OR.ZS,Merchandise imports from developing economies outside region (% of total merchandise imports)
TM.VAL.MRCH.R1.ZS,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)
TM.VAL.MRCH.R2.ZS,Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)
TM.VAL.MRCH.R3.ZS,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)
TM.VAL.MRCH.R4.ZS,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)
TM.VAL.MRCH.R5.ZS,Merchandise imports from developing economies in South Asia (% of total merchandise imports)
TM.VAL.MRCH.R6.ZS,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)
TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$)
TM.VAL.MRCH.WR.ZS,Merchandise imports from developing economies within region (% of total merchandise imports)
TM.VAL.MRCH.XD.WD,Import value index (2000 = 100)
TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)"
TM.VAL.SERV.CD.WT,Commercial service imports (current US$)
TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports)
TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports)
TOBAC_US,"Tobacco, $/mt, current$"
TOTRESV,Total Reserves
TSP,"TSP, $/mt, current$"
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2000 = 100)
TX.DVR.MRKT.XQ,Market export diversification index (0=less concentrated; 1=more concentrated)
TX.DVR.PROD.XQ,Product export diversification index (0=less concentrated; 1=more concentrated)
TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100)
TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports)
TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports)
TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports)
TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports)
TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports)
TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports)
TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports)
TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports)
TX.VAL.MRCH.CD.WT,Merchandise exports (current US$)
TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports)
TX.VAL.MRCH.OR.ZS,Merchandise exports to developing economies outside region (% of total merchandise exports)
TX.VAL.MRCH.R1.ZS,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)
TX.VAL.MRCH.R2.ZS,Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)
TX.VAL.MRCH.R3.ZS,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)
TX.VAL.MRCH.R4.ZS,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)
TX.VAL.MRCH.R5.ZS,Merchandise exports to developing economies in South Asia (% of total merchandise exports)
TX.VAL.MRCH.R6.ZS,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)
TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$)
TX.VAL.MRCH.WR.ZS,Merchandise exports to developing economies within region (% of total merchandise exports)
TX.VAL.MRCH.XD.WD,Export value index (2000 = 100)
TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)"
TX.VAL.SERV.CD.WT,Commercial service exports (current US$)
TX.VAL.TECH.CD,High-technology exports (current US$)
TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports)
TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports)
TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports)
UIS.AFR.AGRADMG.1.PU,Africa Dataset: Number of grades. Multigrade class. Primary. Public
UIS.AFR.CS.1.PU,Africa Dataset: Average class size. All classes. Primary. Public
UIS.AFR.CS.MG.1.PU,Africa Dataset: Average class size. Multigrade classes. Primary. Public
UIS.AFR.CS.SG.1.G1.PU,Africa Dataset: Average class size. Single grade classes. Grade 1. Primary. Public
UIS.AFR.CS.SG.1.G2.PU,Africa Dataset: Average class size. Single grade classes. Grade 2. Primary. Public
UIS.AFR.CS.SG.1.G3.PU,Africa Dataset: Average class size. Single grade classes. Grade 3. Primary. Public
UIS.AFR.CS.SG.1.G4.PU,Africa Dataset: Average class size. Single grade classes. Grade 4. Primary. Public
UIS.AFR.CS.SG.1.G5.PU,Africa Dataset: Average class size. Single grade classes. Grade 5. Primary. Public
UIS.AFR.CS.SG.1.G6.PU,Africa Dataset: Average class size. Single grade classes. Grade 6. Primary. Public
UIS.AFR.CS.SG.1.G7.PU,Africa Dataset: Average class size. Single grade classes. Grade 7. Primary. Public
UIS.AFR.CS.SG.1.PU,Africa Dataset: Average class size. Single grade classes. Primary. Public
UIS.AFR.ECP.MG.1.PU,Africa Dataset: Percentage of enrolment in multigrade classes. Primary. Public
UIS.AFR.FNTP.1,Africa Dataset: Newly recruited teachers. % female. Primary. Public
UIS.AFR.FNTP.2,Africa Dataset: Newly recruited teachers. % female. Lower secondary. Public
UIS.AFR.FNTP.3,Africa Dataset: Newly recruited teachers. % female. Upper secondary. Public
UIS.AFR.GTCTR.1.F,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Female
UIS.AFR.GTCTR.1.M,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Male
UIS.AFR.GTCTR.1.T,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Total
UIS.AFR.GTCTR.2.F,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Female
UIS.AFR.GTCTR.2.M,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Male
UIS.AFR.GTCTR.2.T,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Total
UIS.AFR.GTCTR.3.F,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Female
UIS.AFR.GTCTR.3.M,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Male
UIS.AFR.GTCTR.3.T,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Total
UIS.AFR.NTP.1.PU.F,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Female
UIS.AFR.NTP.1.PU.M,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Male
UIS.AFR.NTP.1.PU.T,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Total
UIS.AFR.NTP.2.PU.F,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Female
UIS.AFR.NTP.2.PU.M,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Male
UIS.AFR.NTP.2.PU.T,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Total
UIS.AFR.NTP.3.PU.F,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Female
UIS.AFR.NTP.3.PU.M,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Male
UIS.AFR.NTP.3.PU.T,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Total
UIS.AFR.PBR.1.G1.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 1. Public
UIS.AFR.PBR.1.G1.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 1. Public
UIS.AFR.PBR.1.G2.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 2. Public
UIS.AFR.PBR.1.G2.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 2. Public
UIS.AFR.PBR.1.G3.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 3. Public
UIS.AFR.PBR.1.G3.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 3. Public
UIS.AFR.PBR.1.G4.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 4. Public
UIS.AFR.PBR.1.G4.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 4. Public
UIS.AFR.PBR.1.G5.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 5. Public
UIS.AFR.PBR.1.G5.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 5. Public
UIS.AFR.PBR.1.G6.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 6. Public
UIS.AFR.PBR.1.G6.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 6. Public
UIS.AFR.PBR.1.G7.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 7. Public
UIS.AFR.PBR.1.G7.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 7. Public
UIS.AFR.PBR.1.PU.MATH,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. All Grades. Public
UIS.AFR.PBR.1.PU.READ,Africa Dataset: Pupil/textbook ratio. Reading. Primary. All Grades. Public
UIS.AFR.SCHBSP.1.PU.MIXTOIL,Africa Dataset: Percentage of schools with mixed-sex toilets. Primary. Public
UIS.AFR.SCHBSP.1.PU.WELEC,Africa Dataset: Percentage of schools with electricity. Primary. Public
UIS.AFR.SCHBSP.1.PU.WOELEC,Africa Dataset: Percentage of schools without electricity. Primary. Public
UIS.AFR.SCHBSP.1.PU.WOPOWAT,Africa Dataset: Percentage of schools without potable water. Primary. Public
UIS.AFR.SCHBSP.1.PU.WOTOIL,Africa Dataset: Percentage of schools without toilets. Primary. Public
UIS.AFR.SCHBSP.1.PU.WPOWAT,Africa Dataset: Percentage of schools with potable water. Primary. Public
UIS.AFR.SCHBSP.1.PU.WSTOIL,Africa Dataset: Percentage of schools with single-sex toilets. Primary. Public
UIS.AFR.SCHBSP.1.PU.WTOIL,Africa Dataset: Percentage of schools with toilets. Primary. Public
UIS.AFR.SCHCENRESPR.1.PU,Africa Dataset: Schools census return rate. Primary. Public
UIS.AFR.SCHCENRESPR.23.PU,Africa Dataset: Schools census return rate. Secondary. Public
UIS.AFR.TATTRR.1.PU.F,Africa Dataset: Teacher attrition rate. Primary. Public. Female
UIS.AFR.TATTRR.1.PU.M,Africa Dataset: Teacher attrition rate. Primary. Public. Male
UIS.AFR.TATTRR.1.PU.T,Africa Dataset: Teacher attrition rate. Primary. Public. Total
UIS.AFR.TATTRR.2.Pu.F,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Female
UIS.AFR.TATTRR.2.Pu.M,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Male
UIS.AFR.TATTRR.2.PU.T,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Total
UIS.AFR.TRNTP.1.PU.F,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Female
UIS.AFR.TRNTP.1.PU.M,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Male
UIS.AFR.TRNTP.1.PU.T,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Total
UIS.AFR.TRNTP.2.PU.F,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Female
UIS.AFR.TRNTP.2.PU.M,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Male
UIS.AFR.TRNTP.2.PU.T,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Total
UIS.AFR.TRNTP.3.PU.F,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Female
UIS.AFR.TRNTP.3.PU.M,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Male
UIS.AFR.TRNTP.3.PU.T,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Total
UIS.AIR.1.GPI,Gender parity index for gross intake ratio. Primary
UIS.AIR.2.GPV,Gross entry ratio to lower secondary. General programmes. Total
UIS.AIR.2.GPV.F,Gross entry ratio to lower secondary. General programmes. Female
UIS.AIR.2.GPV.M,Gross entry ratio to lower secondary. General programmes. Male
UIS.AIRE.1.GLAST.GPI,Gender parity index for expected primary completion rate
UIS.AY.EM,Ending month of the academic year (Questionnaire A)
UIS.AY.EY,Ending year of the academic year (Questionnaire A)
UIS.AY.SM,Starting month of the academic year (Questionnaire A)
UIS.AY.SY,Starting year of the academic year (Questionnaire A)
UIS.CEAGEE.1,Ending age of compulsory education
UIS.DR.1.G1,Drop-out rate. Primary. Grade 1. Total
UIS.DR.1.G1.F,Drop-out rate. Primary. Grade 1. Female
UIS.DR.1.G1.M,Drop-out rate. Primary. Grade 1. Male
UIS.DR.1.G2,Drop-out rate. Primary. Grade 2. Total
UIS.DR.1.G2.F,Drop-out rate. Primary. Grade 2. Female
UIS.DR.1.G2.M,Drop-out rate. Primary. Grade 2. Male
UIS.DR.1.G3,Drop-out rate. Primary. Grade 3. Total
UIS.DR.1.G3.F,Drop-out rate. Primary. Grade 3. Female
UIS.DR.1.G3.M,Drop-out rate. Primary. Grade 3. Male
UIS.DR.1.G4,Drop-out rate. Primary. Grade 4. Total
UIS.DR.1.G4.F,Drop-out rate. Primary. Grade 4. Female
UIS.DR.1.G4.M,Drop-out rate. Primary. Grade 4. Male
UIS.DR.1.G5,Drop-out rate. Primary. Grade 5. Total
UIS.DR.1.G5.F,Drop-out rate. Primary. Grade 5. Female
UIS.DR.1.G5.M,Drop-out rate. Primary. Grade 5. Male
UIS.E.0.PR,Enrolment in pre-primary. Private
UIS.E.1.G1,Enrolment in primary. Grade 1. Total
UIS.E.1.G1.F,Enrolment in primary. Grade 1. Female
UIS.E.1.G2,Enrolment in primary. Grade 2. Total
UIS.E.1.G2.F,Enrolment in primary. Grade 2. Female
UIS.E.1.G3,Enrolment in primary. Grade 3. Total
UIS.E.1.G3.F,Enrolment in primary. Grade 3. Female
UIS.E.1.G4,Enrolment in primary. Grade 4. Total
UIS.E.1.G4.F,Enrolment in primary. Grade 4. Female
UIS.E.1.G5,Enrolment in primary. Grade 5. Total
UIS.E.1.G5.F,Enrolment in primary. Grade 5. Female
UIS.E.1.G6,Enrolment in primary. Grade 6. Total
UIS.E.1.G6.F,Enrolment in primary. Grade 6. Female
UIS.E.1.G7,Enrolment in primary. Grade 7. Total
UIS.E.1.G7.F,Enrolment in primary. Grade 7. Female
UIS.E.1.PR,Enrolment in primary. Private
UIS.E.2,Enrolment in lower secondary. Public and private. All programmes. Total
UIS.E.2.F,Enrolment in lower secondary. Public and private. All programmes. Female
UIS.E.2.GPV,Enrolment in lower secondary. Public and private. General programmes. Total
UIS.E.2.GPV.F,Enrolment in lower secondary. Public and private. General programmes. Female
UIS.E.2.GPV.PU,Enrolment in lower secondary. Public. General programmes. Total
UIS.E.2.GPV.PU.F,Enrolment in lower secondary. Public. General programmes. Female
UIS.E.2.PU,Enrolment in lower secondary. Public. All programmes. Total
UIS.E.2.PU.F,Enrolment in lower secondary. Public. All programmes. Female
UIS.E.2.V,Enrolment in lower secondary. Public and private. Technical/vocational programmes. Total
UIS.E.2.V.F,Enrolment in lower secondary. Public and private. Technical/vocational programmes. Female
UIS.E.2.V.PU,Enrolment in lower secondary. Public. Technical/vocational programmes. Total
UIS.E.2.V.PU.F,Enrolment in lower secondary. Public. Technical/vocational programmes. Female
UIS.E.23.GPV.G1,Enrolment in secondary. Grade 1. Total
UIS.E.23.GPV.G1.F,Enrolment in secondary. Grade 1. Female
UIS.E.23.GPV.G2,Enrolment in secondary. Grade 2. Total
UIS.E.23.GPV.G2.F,Enrolment in secondary. Grade 2. Female
UIS.E.23.GPV.G3,Enrolment in secondary. Grade 3. Total
UIS.E.23.GPV.G3.F,Enrolment in secondary. Grade 3. Female
UIS.E.23.GPV.G4,Enrolment in secondary. Grade 4. Total
UIS.E.23.GPV.G4.F,Enrolment in secondary. Grade 4. Female
UIS.E.23.GPV.G5,Enrolment in secondary. Grade 5. Total
UIS.E.23.GPV.G5.F,Enrolment in secondary. Grade 5. Female
UIS.E.23.GPV.G6,Enrolment in secondary. Grade 6. Total
UIS.E.23.GPV.G6.F,Enrolment in secondary. Grade 6. Female
UIS.E.23.GPV.G7,Enrolment in secondary. Grade 7. Total
UIS.E.23.GPV.G7.F,Enrolment in secondary. Grade 7. Female
UIS.E.23.GPV.G8,Enrolment in secondary. Grade 8. Total
UIS.E.23.GPV.G8.F,Enrolment in secondary. Grade 8. Female
UIS.E.23.GPV.G9,Enrolment in secondary. Grade 9. Total
UIS.E.23.GPV.G9.F,Enrolment in secondary. Grade 9. Female
UIS.E.23.GPV.PU,Enrolment in total secondary. Public. General programmes. Total
UIS.E.23.GPV.PU.F,Enrolment in total secondary. Public. General programmes. Female
UIS.E.23.PR,Enrolment in total secondary. Private
UIS.E.23.PU,Enrolment in total secondary. Public. All programmes. Total
UIS.E.23.PU.F,Enrolment in total secondary. Public. All programmes. Female
UIS.E.23.V.PU,Enrolment in total secondary. Public. Technical/vocational programmes. Total
UIS.E.23.V.PU.F,Enrolment in total secondary. Public. Technical/vocational programmes. Female
UIS.E.3,Enrolment in upper secondary. Public and private. All programmes. Total
UIS.E.3.F,Enrolment in upper secondary. Public and private. All programmes. Female
UIS.E.3.GPV,Enrolment in upper secondary. Public and private. General programmes. Total
UIS.E.3.GPV.F,Enrolment in upper secondary. Public and private. General programmes. Female
UIS.E.3.GPV.PU,Enrolment in upper secondary. Public. General programmes. Total
UIS.E.3.GPV.PU.F,Enrolment in upper secondary. Public. General programmes. Female
UIS.E.3.PU,Enrolment in upper secondary. Public. All programmes. Total
UIS.E.3.PU.F,Enrolment in upper secondary. Public. All programmes. Female
UIS.E.3.V,Enrolment in upper secondary. Public and private. Technical/vocational programmes. Total
UIS.E.3.V.F,Enrolment in upper secondary. Public and private. Technical/vocational programmes. Female
UIS.E.3.V.PU,Enrolment in upper secondary. Public. Technical/vocational programmes. Total
UIS.E.3.V.PU.F,Enrolment in upper secondary. Public. Technical/vocational programmes. Female
UIS.E.4,Enrolment in post-secondary non tertiary. Public and private. All programmes. Total
UIS.E.4.F,Enrolment in post-secondary non tertiary. Public and private. All programmes. Female
UIS.E.4.PU,Enrolment in post-secondary non tertiary. Public. All programmes. Total
UIS.E.4.PU.F,Enrolment in post-secondary non tertiary. Public. All programmes. Female
UIS.E.5.A,Enrolment in 5A tertiary. Public and private. Full and part time. Total
UIS.E.5.A.F,Enrolment in 5A tertiary. Public and private. Full and part time. Female
UIS.E.5.B,Enrolment in 5B tertiary. Public and private. Full and part time. Total
UIS.E.5.B.F,Enrolment in 5B tertiary. Public and private. Full and part time. Female
UIS.E.56.F140,Enrolment in education. Tertiary. Total
UIS.E.56.F140.F,Enrolment in education. Tertiary. Female
UIS.E.56.F200,Enrolment in humanities and arts. Tertiary. Total
UIS.E.56.F200.F,Enrolment in humanities and arts. Tertiary. Female
UIS.E.56.F300,"Enrolment in social sciences, business and law. Tertiary. Total"
UIS.E.56.F300.F,"Enrolment in social sciences, business and law. Tertiary. Female"
UIS.E.56.F400,Enrolment in science. Tertiary. Total
UIS.E.56.F400.F,Enrolment in science. Tertiary. Female
UIS.E.56.F500,"Enrolment in engineering, manufacturing and construction. Tertiary. Total"
UIS.E.56.F500.F,"Enrolment in engineering, manufacturing and construction. Tertiary. Female"
UIS.E.56.F600,Enrolment in agriculture. Tertiary. Total
UIS.E.56.F600.F,Enrolment in agriculture. Tertiary. Female
UIS.E.56.F700,Enrolment in health and welfare. Tertiary. Total
UIS.E.56.F700.F,Enrolment in health and welfare. Tertiary. Female
UIS.E.56.F800,Enrolment in services. Tertiary. Total
UIS.E.56.F800.F,Enrolment in services. Tertiary. Female
UIS.E.56.FOREIGN,International (or internationally mobile) students. Tertiary. Total
UIS.E.6,Enrolment in 6 tertiary. Public and private. Full and part time. Total
UIS.E.6.F,Enrolment in 6 tertiary. Public and private. Full and part time. Female
UIS.ECDP.1,Percentage of new entrants to primary education with ECCE experience. Total
UIS.ECDP.1.F,Percentage of new entrants to primary education with ECCE experience. Female
UIS.ECDP.1.GPI,Gender parity index for new entrants to primary education with ECCE experience
UIS.ECDP.1.M,Percentage of new entrants to primary education with ECCE experience. Male
UIS.EGGR.1,Expected gross primary graduation ratio. Total
UIS.EGGR.1.F,Expected gross primary graduation ratio. Female
UIS.EGGR.1.GPI,Gender parity index for expected gross primary graduation ratio
UIS.EGGR.1.M,Expected gross primary graduation ratio. Male
UIS.FEP.4,Percentage of female students. Post-secondary non-tertiary education
UIS.FEP.5.A,Percentage of female students. Tertiary ISCED 5A
UIS.FEP.5.B,Percentage of female students. Tertiary ISCED 5B
UIS.FEP.56.FOREIGN,International (or internationally mobile) students. Tertiary. % Female
UIS.FEP.6,Percentage of female students. Tertiary ISCED 6
UIS.FOSEP.56.F140,Percentage of tertiary enrolments (ISCED 5 and 6) in education
UIS.FOSEP.56.F140.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in education
UIS.FOSEP.56.F200,Percentage of tertiary enrolments (ISCED 5 and 6) in humanities and arts
UIS.FOSEP.56.F200.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in humanities and arts
UIS.FOSEP.56.F300,"Percentage of tertiary enrolments (ISCED 5 and 6) in social sciences, business and law"
UIS.FOSEP.56.F300.F,"Percentage of female tertiary enrolments (ISCED 5 and 6) in social sciences, business and law"
UIS.FOSEP.56.F400,Percentage of tertiary enrolments (ISCED 5 and 6) in science
UIS.FOSEP.56.F400.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in science
UIS.FOSEP.56.F500,"Percentage of tertiary enrolments (ISCED 5 and 6) in engineering, manufacturing and construction"
UIS.FOSEP.56.F500.F,"Percentage of female tertiary enrolments (ISCED 5 and 6) in engineering, manufacturing and construction"
UIS.FOSEP.56.F600,Percentage of tertiary enrolments (ISCED 5 and 6) in agriculture
UIS.FOSEP.56.F600.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in agriculture
UIS.FOSEP.56.F700,Percentage of tertiary enrolments (ISCED 5 and 6) in health and welfare
UIS.FOSEP.56.F700.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in health and welfare
UIS.FOSEP.56.F800,Percentage of tertiary enrolments (ISCED 5 and 6) in services
UIS.FOSEP.56.F800.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in services
UIS.FOSEP.56.FUK,Percentage of tertiary enrolments (ISCED 5 and 6) in unspecified and general programmes
UIS.FOSEP.56.FUK.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in general and unspecified programmes
UIS.FTP.2,Percentage female teachers. Lower secondary
UIS.FTP.3,Percentage female teachers. Upper secondary
UIS.FTP.4,Percentage female teachers. Post-secondary/non-tertiary
UIS.GAP.1,Graduation age population. Primary. Total
UIS.GAP.1.F,Graduation age population. Primary. Female
UIS.GAP.1.M,Graduation age population. Primary. Male
UIS.GER.0.GPI,Gender parity index for gross enrolment ratio. Pre-primary
UIS.GER.123,Gross enrolment ratio. Primary & Secondary combined. Total
UIS.GER.123.F,Gross enrolment ratio. Primary & Secondary combined. Female
UIS.GER.123.M,Gross enrolment ratio. Primary & Secondary combined. Male
UIS.GER.2.GPI,Gender parity index for gross enrolment ratio. Lower secondary. All programmes
UIS.GER.3.GPI,Gender parity index for gross enrolment ratio. Upper secondary. All programmes
UIS.GGR.1.GPI,Gender parity index for gross primary graduation ratio
UIS.GGR.2,Gross lower secondary graduation ratio. All programmes. Total
UIS.GGR.2.F,Gross lower secondary graduation ratio. All programmes. Female
UIS.GGR.2.GPV,Gross lower secondary graduation ratio. General programmes. Total
UIS.GGR.2.GPV.F,Gross lower secondary graduation ratio. General programmes. Female
UIS.GGR.2.GPV.M,Gross lower secondary graduation ratio. General programmes. Male
UIS.GGR.2.M,Gross lower secondary graduation ratio. All programmes. Male
UIS.GGR.5.A.GPI,Gender parity index for gross graduation ratio. Tertiary (ISCED 5A) first degree
UIS.GOER.56,Gross outbound enrolment ratio. Tertiary
UIS.GTVP.2.V,Technical/vocational enrolment in lower secondary (ISCED 2) as % of total enrolment in lower secondary (ISCED 2)
UIS.GTVP.3.V,Technical/vocational enrolment in upper secondary (ISCED 3) as % of total enrolment in upper secondary (ISCED 3)
UIS.LP.AG15T24,Youth illiterate population. Total
UIS.LP.AG15T24.F,Youth illiterate population. Female
UIS.LP.AG15T24.M,Youth illiterate population. Male
UIS.LP.AG15T99,Adult illiterate population. Total
UIS.LP.AG15T99.F,Adult illiterate population. Female
UIS.LP.AG15T99.M,Adult illiterate population. Male
UIS.LP.AG65,Elderly illiterate population. Total
UIS.LP.AG65.F,Elderly illiterate population. Female
UIS.LP.AG65.M,Elderly illiterate population. Male
UIS.LPP.AG15T24,Youth illiterate population. % female
UIS.LPP.AG15T99,Adult illiterate population. % female
UIS.LPP.AG65,Elderly illiterate population. % female
UIS.LR.AG15T99.GPI,Gender parity index for adult literacy rate
UIS.LR.AG65,Elderly (65+) literacy rate (%). Total
