"identifier","title","topic"
"SE.PRM.PRSL.FE.ZS","Persistence to last grade of primary, female (% of cohort)","Education"
"SE.PRM.PRSL.MA.ZS","Persistence to last grade of primary, male (% of cohort)","Education"
"SE.PRM.PRSL.ZS","Persistence to last grade of primary, total (% of cohort)","Education"
"SE.PRM.REPT.FE.ZS","Repeaters, primary, female (% of female enrollment)","Education"
"SE.PRM.REPT.MA.ZS","Repeaters, primary, male (% of male enrollment)","Education"
"SE.PRM.REPT.ZS","Repeaters, primary, total (% of total enrollment)","Education"
"SE.PRM.TCAQ.FE.ZS","Trained teachers in primary education, female (% of female teachers)","Education"
"SE.PRM.TCAQ.MA.ZS","Trained teachers in primary education, male (% of male teachers)","Education"
"SE.PRM.TCAQ.ZS","Trained teachers in primary education (% of total teachers)","Education"
"SE.PRM.TCHR","Primary education, teachers","Education"
"SE.PRM.TCHR.FE","Teaching staff in primary. Public and private. Full and part-time. All programmes. Female","Education"
"SE.PRM.TCHR.FE.ZS","Primary education, teachers (% female)","Education"
"SE.PRM.TENR","Adjusted net enrollment rate, primary (% of primary school age children)","Education"
"SE.PRM.TENR.FE","Adjusted net enrollment rate, primary, female (% of primary school age children)","Education"
"SE.PRM.TENR.MA","Adjusted net enrollment rate, primary, male (% of primary school age children)","Education"
"SE.PRM.UNER","Children out of school, primary","Education"
"SE.PRM.UNER.FE","Children out of school, primary, female","Education"
"SE.PRM.UNER.MA","Children out of school, primary, male","Education"
"SE.SEC.AGES","Secondary school starting age (years)","Education"
"SE.SEC.CMPT.LO.FE.ZS","Lower secondary completion rate, female (% of relevant age group)","Education"
"SE.SEC.CMPT.LO.MA.ZS","Lower secondary completion rate, male (% of relevant age group)","Education"
"SE.SEC.CMPT.LO.ZS","Lower secondary completion rate, total (% of relevant age group)","Education"
"SE.SEC.DURS","Secondary education, duration (years)","Education"
"SE.SEC.DURS.LO","Duration of 2A lower secondary","Education"
"SE.SEC.DURS.UP","Duration of education, upper secondary","Education"
"SE.SEC.ENRL","Secondary education, pupils","Education"
"SE.SEC.ENRL.FE","Student enrollment, secondary, female","Education"
"SE.SEC.ENRL.FE.VO.ZS","Vocational and Technical enrollment (% of total secondary enrollment), female","Education"
"SE.SEC.ENRL.FE.ZS","Secondary education, pupils (% female)","Education"
"SE.SEC.ENRL.GC","Secondary education, general pupils","Education"
"SE.SEC.ENRL.GC.FE","Secondary education, general pupils, female","Education"
"SE.SEC.ENRL.GC.FE.ZS","Secondary education, general pupils (% female)","Education"
"SE.SEC.ENRL.MA.VO.ZS","Vocational and Technical enrollment (% of total secondary enrollment), male","Education"
"SE.SEC.ENRL.TC.ZS","Pupil-teacher ratio, secondary","Education"
"SE.SEC.ENRL.VO","Secondary education, vocational pupils","Education"
"SE.SEC.ENRL.VO.FE","Secondary education, vocational pupils, female","Education"
"SE.SEC.ENRL.VO.FE.ZS","Secondary education, vocational pupils (% female)","Education"
"SE.SEC.ENRL.VO.ZS","Vocational and Technical enrollment (% of total secondary enrollment), total","Education"
"SE.SEC.ENRR","School enrollment, secondary (% gross)","Education"
"SE.SEC.ENRR.FE","School enrollment, secondary, female (% gross)","Education"
"SE.SEC.ENRR.LO","Gross enrollment rate (%), lower secondary, total","Education"
"SE.SEC.ENRR.LO.FE","Gross enrollment rate (%), lower secondary, female","Education"
"SE.SEC.ENRR.LO.MA","Gross enrollment rate (%), lower secondary, male","Education"
"SE.SEC.ENRR.MA","School enrollment, secondary, male (% gross)","Education"
"SE.SEC.ENRR.UP","Gross enrollment rate (%), upper secondary, total","Education"
"SE.SEC.ENRR.UP.FE","Gross enrolment ratio. Upper secondary. All programmes. Female","Education"
"SE.SEC.ENRR.UP.MA","Gross enrolment ratio. Upper secondary. All programmes. Male","Education"
"SE.SEC.NENR","School enrollment, secondary (% net)","Education"
"SE.SEC.NENR.FE","School enrollment, secondary, female (% net)","Education"
"SE.SEC.NENR.MA","School enrollment, secondary, male (% net)","Education"
"SE.SEC.PRIV.ZS","School enrollment, secondary, private (% of total secondary)","Education"
"SE.SEC.PROG.FE.ZS","Progression to secondary school, female (%)","Education"
"SE.SEC.PROG.MA.ZS","Progression to secondary school, male (%)","Education"
"SE.SEC.PROG.ZS","Progression to secondary school (%)","Education"
"SE.SEC.REPT.FE.ZS","Repeaters, secondary, female (% of female enrollment)","Education"
"SE.SEC.REPT.MA.ZS","Repeaters, secondary, male (% of male enrollment)","Education"
"SE.SEC.REPT.ZS","Repeaters, secondary, total (% of total enrollment)","Education"
"SE.SEC.TCAQ.FE.ZS","Secondary education, teachers (% trained), female","Education"
"SE.SEC.TCAQ.MA.ZS","Secondary education, teachers (% trained), male","Education"
"SE.SEC.TCAQ.ZS","Secondary education, teachers (% trained)","Education"
"SE.SEC.TCHR","Secondary education, teachers","Education"
"SE.SEC.TCHR.FE","Secondary education, teachers, female","Education"
"SE.SEC.TCHR.FE.ZS","Secondary education, teachers (% female)","Education"
"SE.SEC.TCHR.MA","Teaching staff in total secondary. Public and private. Full and part-time. All programmes. Male","Education"
"SE.TER.CMPL.FE.ZS","Gross tertiary graduation ratio (first degree), female","Education"
"SE.TER.CMPL.MA.ZS","Gross tertiary graduation ratio (first degree), male","Education"
"SE.TER.CMPL.ZS","Gross tertiary graduation ratio (first degree), total","Education"
"SE.TER.ENRL","Student enrollment, tertiary, total","Education"
"SE.TER.ENRL.FE","Student enrollment, tertiary, female","Education"
"SE.TER.ENRL.FE.ZS","Girls enrollment share (%), tertiary","Education"
"SE.TER.ENRR","School enrollment, tertiary (% gross)","Education"
"SE.TER.ENRR.FE","School enrollment, tertiary, female (% gross)","Education"
"SE.TER.ENRR.MA","School enrollment, tertiary, male (% gross)","Education"
"SE.TER.GRAD","Graduates, tertiary, total","Education"
"SE.TER.GRAD.AG.FE.ZS","Graduates in agriculture, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.AG.ZS","Graduates in agriculture (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.ED.FE.ZS","Graduates in education, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.ED.ZS","Graduates in education (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.EN.FE.ZS","Graduates in engineering, manufacturing and construction, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.EN.ZS","Graduates in engineering, manufacturing and construction (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.FE","Graduates, tertiary, female","Education"
"SE.TER.GRAD.FE.AG.ZS","Female share of graduates in agriculture (%, tertiary)","Education"
"SE.TER.GRAD.FE.ED.ZS","Female share of graduates in education (%, tertiary)","Education"
"SE.TER.GRAD.FE.EN.ZS","Female share of graduates in engineering, manufacturing and construction (%, tertiary)","Education"
"SE.TER.GRAD.FE.HL.ZS","Female share of graduates in health (%, tertiary)","Education"
"SE.TER.GRAD.FE.HU.ZS","Female share of graduates in humanities and arts (%, tertiary)","Education"
"SE.TER.GRAD.FE.OT.ZS","Female share of graduates in unknown or unspecified fields (%, tertiary)","Education"
"SE.TER.GRAD.FE.SC.ZS","Female share of graduates in science (%, tertiary)","Education"
"SE.TER.GRAD.FE.SS.ZS","Female share of graduates in social science, business and law (%, tertiary)","Education"
"SE.TER.GRAD.FE.SV.ZS","Female share of graduates in services (%, tertiary)","Education"
"SE.TER.GRAD.FE.ZS","Girls graduates share (%), tertiary","Education"
"SE.TER.GRAD.HL.FE.ZS","Graduates in health, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.HL.ZS","Graduates in health (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.HU.FE.ZS","Graduates in humanities and arts, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.HU.ZS","Graduates in humanities and arts (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.OT.FE.ZS","Graduates in unknown or unspecified fields, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.OT.ZS","Graduates in unknown or unspecified fields (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.SC.FE.ZS","Graduates in science, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.SC.ZS","Graduates in science (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.SS.FE.ZS","Graduates in social science, business, law, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.SS.ZS","Graduates in social science, business, law (% of total graduates, tertiary)","Education"
"SE.TER.GRAD.SV.FE.ZS","Graduates in services, female (% of total female graduates, tertiary)","Education"
"SE.TER.GRAD.SV.ZS","Graduates in services (% of total graduates, tertiary)","Education"
"SE.TER.PRIV.ZS","Private enrollment share (%), tertiary","Education"
"SE.TER.TCHR","Tertiary education, teachers","Education"
"SE.TER.TCHR.FE","Teaching staff in total tertiary. Public and private. Full and part-time. All programmes. Female","Education"
"SE.TER.TCHR.FE.ZS","Tertiary education, teachers (% female)","Education"
"SE.TOT.ENRR","Gross enrolment ratio. All levels combined (except pre-primary). Total","Education"
"SE.XPD.CUR.PRIM.ZS","Public current education expenditure, primary (% of current education expenditure)","Education"
"SE.XPD.CUR.SECO.ZS","Public current education expenditure, secondary (% of current education expenditure)","Education"
"SE.XPD.CUR.TERT.ZS","Public current education expenditure, tertiary (% of current education expenditure)","Education"
"SE.XPD.CUR.TOTL.ZS","Public current education expenditure (% of total education expenditure)","Education"
"SE.XPD.PRIM.PC.ZS","Expenditure per student, primary (% of GDP per capita)","Education"
"SE.XPD.PRIM.ZS","Share of public expenditure for primary education (% of public education expenditure)","Education"
"SE.XPD.PTCH.ZS","Spending on teaching materials, primary (% of primary expenditure)","Education"
"SE.XPD.SECO.PC.ZS","Expenditure per student, secondary (% of GDP per capita)","Education"
"SE.XPD.SECO.ZS","Share of public expenditure for secondary education (% of public education expenditure)","Education"
"SE.XPD.STCH.ZS","Spending on teaching materials, secondary (% of secondary expenditure)","Education"
"SE.XPD.TERT.PC.ZS","Expenditure per student, tertiary (% of GDP per capita)","Education"
"SE.XPD.TERT.ZS","Share of expenditure for tertiary education (% of total education expenditure)","Education"
"SE.XPD.TOTL.GB.ZS","Public spending on education, total (% of government expenditure)","Education"
"SE.XPD.TOTL.GD.ZS","Public spending on education, total (% of GDP)","Education"
"SE.XPD.TOTL.GN.ZS","Public education expenditure, % of GNI","Education"
"SE.XPD.TOTL.PC.ZS","Public education expenditure per student (% of p.c. GDP), all levels","Education"
"SH.DYN.AIDS.ZS","Prevalence of HIV, total (% of population ages 15-49)","Education"
"SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","Education"
"SL.TLF.PRIM.FE.ZS","Labor force with primary education, female (% of female labor force)","Education"
"SL.TLF.PRIM.MA.ZS","Labor force with primary education, male (% of male labor force)","Education"
"SL.TLF.PRIM.ZS","Labor force with primary education (% of total)","Education"
"SL.TLF.SECO.FE.ZS","Labor force with secondary education, female (% of female labor force)","Education"
"SL.TLF.SECO.MA.ZS","Labor force with secondary education, male (% of male labor force)","Education"
"SL.TLF.SECO.ZS","Labor force with secondary education (% of total)","Education"
"SL.TLF.TERT.FE.ZS","Labor force with tertiary education, female (% of female labor force)","Education"
"SL.TLF.TERT.MA.ZS","Labor force with tertiary education, male (% of male labor force)","Education"
"SL.TLF.TERT.ZS","Labor force with tertiary education (% of total)","Education"
"SL.TLF.TOTL.FE.ZS","Labor force, female (% of total labor force)","Education"
"SL.TLF.TOTL.IN","Labor force, total","Education"
"SL.UEM.TOTL.FE.ZS","Unemployment, female (% of female labor force) (modeled ILO estimate)","Education"
"SL.UEM.TOTL.MA.ZS","Unemployment, male (% of male labor force) (modeled ILO estimate)","Education"
"SL.UEM.TOTL.ZS","Unemployment, total (% of total labor force) (modeled ILO estimate)","Education"
"SP.POP.0014.FE.IN","Population ages 0-14, female","Education"
"SP.POP.0014.MA.IN","Population ages 0-14, male","Education"
"SP.POP.0014.TO","Population ages 0-14, total","Education"
"SP.POP.0014.TO.ZS","Population ages 0-14 (% of total)","Education"
"SP.POP.0305.FE.UN","Population, aged 3- 5, female","Education"
"SP.POP.0305.MA.UN","Population, aged 3- 5, male","Education"
"SP.POP.0305.TO.UN","Population, aged 3- 5, total","Education"
"SP.POP.0406.FE.UN","Population, aged 4- 6, female","Education"
"SP.POP.0406.MA.UN","Population, aged 4- 6, male","Education"
"SP.POP.0406.TO.UN","Population, aged 4- 6, total","Education"
"SP.POP.0509.FE.UN","Population, aged 5- 9, female","Education"
"SP.POP.0509.MA.UN","Population, aged 5- 9, male","Education"
"SP.POP.0509.TO.UN","Population, aged 5- 9, total","Education"
"SP.POP.0510.FE.UN","Population, aged 5-10, female","Education"
"SP.POP.0510.MA.UN","Population, aged 5-10, male","Education"
"SP.POP.0510.TO.UN","Population, aged 5-10, total","Education"
"SP.POP.0511.FE.UN","Population, aged 5-11, female","Education"
"SP.POP.0511.MA.UN","Population, aged 5-11, male","Education"
"SP.POP.0511.TO.UN","Population, aged 5-11, total","Education"
"SP.POP.0609.FE.UN","Population, aged 6- 9,female","Education"
"SP.POP.0609.MA.UN","Population, aged 6- 9, male","Education"
"SP.POP.0609.TO.UN","Population, aged 6- 9, total","Education"
"SP.POP.0610.FE.UN","Population, aged 6-10, female","Education"
"SP.POP.0610.MA.UN","Population, aged 6-10, male","Education"
"SP.POP.0610.TO.UN","Population, aged 6-10, total","Education"
"SP.POP.0611.FE.UN","Population, aged 6-11, female","Education"
"SP.POP.0611.MA.UN","Population, aged 6-11, male","Education"
"SP.POP.0611.TO.UN","Population, aged 6-11, total","Education"
"SP.POP.0612.FE.UN","Population, aged 6-12, female","Education"
"SP.POP.0612.MA.UN","Population, aged 6-12, male","Education"
"SP.POP.0612.TO.UN","Population, aged 6-12, total","Education"
"SP.POP.0709.FE.UN","Population, aged 7- 9, female","Education"
"SP.POP.0709.MA.UN","Population, aged 7- 9, male","Education"
"SP.POP.0709.TO.UN","Population, aged 7- 9, total","Education"
"SP.POP.0710.FE.UN","Population, aged 7-10, female","Education"
"SP.POP.0710.MA.UN","Population, aged 7-10, male","Education"
"SP.POP.0710.TO.UN","Population, aged 7-10, total","Education"
"SP.POP.0711.FE.UN","Population, aged 7-11, female","Education"
"SP.POP.0711.MA.UN","Population, aged 7-11, male","Education"
"SP.POP.0711.TO.UN","Population, aged 7-11, total","Education"
"SP.POP.0712.FE.UN","Population, aged 7-12, female","Education"
"SP.POP.0712.MA.UN","Population, aged 7-12, male","Education"
"SP.POP.0712.TO.UN","Population, aged 7-12, total","Education"
"SP.POP.0713.FE.UN","Population, aged 7-13, female","Education"
"SP.POP.0713.MA.UN","Population, aged 7-13, male","Education"
"SP.POP.0713.TO.UN","Population, aged 7-13, total","Education"
"SP.POP.1014.FE.UN","Population, aged 10-14, female","Education"
"SP.POP.1014.MA.UN","Population, aged 10-14, male","Education"
"SP.POP.1014.TO.UN","Population, aged 10-14, total","Education"
"SP.POP.1015.FE.UN","Population, aged 10-15, female","Education"
"SP.POP.1015.MA.UN","Population, aged 10-15, male","Education"
"SP.POP.1015.TO.UN","Population, aged 10-15, total","Education"
"SP.POP.1016.FE.UN","Population, aged 10-16, female","Education"
"SP.POP.1016.MA.UN","Population, aged 10-16, male","Education"
"SP.POP.1016.TO.UN","Population, aged 10-16, total","Education"
"SP.POP.1017.FE.UN","Population, aged 10-17, female","Education"
"SP.POP.1017.MA.UN","Population, aged 10-17, male","Education"
"SP.POP.1017.TO.UN","Population, aged 10-17, total","Education"
"SP.POP.1018.FE.UN","Population, aged 10-18, female","Education"
"SP.POP.1018.MA.UN","Population, aged 10-18, male","Education"
"SP.POP.1018.TO.UN","Population, aged 10-18, total","Education"
"SP.POP.1115.FE.UN","Population, aged 11-15, female","Education"
"SP.POP.1115.MA.UN","Population, aged 11-15, male","Education"
"SP.POP.1115.TO.UN","Population, aged 11-15, total","Education"
"SP.POP.1116.FE.UN","Population, aged 11-16, female","Education"
"SP.POP.1116.MA.UN","Population, aged 11-16, male","Education"
"SP.POP.1116.TO.UN","Population, aged 11-16, total","Education"
"SP.POP.1117.FE.UN","Population, aged 11-17, female","Education"
"SP.POP.1117.MA.UN","Population, aged 11-17, male","Education"
"SP.POP.1117.TO.UN","Population, aged 11-17, total","Education"
"SP.POP.1118.FE.UN","Population, aged 11-18, female","Education"
"SP.POP.1118.MA.UN","Population, aged 11-18, male","Education"
"SP.POP.1118.TO.UN","Population, aged 11-18, total","Education"
"SP.POP.1215.FE.UN","Population, aged 12-15, female","Education"
"SP.POP.1215.MA.UN","Population, aged 12-15, male","Education"
"SP.POP.1215.TO.UN","Population, aged 12-15, total","Education"
"SP.POP.1216.FE.UN","Population, aged 12-16, female","Education"
"SP.POP.1216.MA.UN","Population, aged 12-16, male","Education"
"SP.POP.1216.TO.UN","Population, aged 12-16, total","Education"
"SP.POP.1217.FE.UN","Population, aged 12-17, female","Education"
"SP.POP.1217.MA.UN","Population, aged 12-17, male","Education"
"SP.POP.1217.TO.UN","Population, aged 12-17, total","Education"
"SP.POP.1218.FE.UN","Population, aged 12-18, female","Education"
"SP.POP.1218.MA.UN","Population, aged 12-18, male","Education"
"SP.POP.1218.TO.UN","Population, aged 12-18, total","Education"
"SP.POP.1316.FE.UN","Population, aged 13-16, female","Education"
"SP.POP.1316.MA.UN","Population, aged 13-16, male","Education"
"SP.POP.1316.TO.UN","Population, aged 13-16, total","Education"
"SP.POP.1317.FE.UN","Population, aged 13-17, female","Education"
"SP.POP.1317.MA.UN","Population, aged 13-17, male","Education"
"SP.POP.1317.TO.UN","Population, aged 13-17, total","Education"
"SP.POP.1318.FE.UN","Population, aged 13-18, female","Education"
"SP.POP.1318.MA.UN","Population, aged 13-18, male","Education"
"SP.POP.1318.TO.UN","Population, aged 13-18, total","Education"
"SP.POP.1319.FE.UN","Population, aged 13-19, female","Education"
"SP.POP.1319.MA.UN","Population, aged 13-19, male","Education"
"SP.POP.1319.TO.UN","Population, aged 13-19, total","Education"
"SP.POP.1418.FE.UN","Population, aged 14-18, female","Education"
"SP.POP.1418.MA.UN","Population, aged 14-18, male","Education"
"SP.POP.1418.TO.UN","Population, aged 14-18, total","Education"
"SP.POP.1419.FE.UN","Population, aged 14-19, female","Education"
"SP.POP.1419.MA.UN","Population, aged 14-19, male","Education"
"SP.POP.1419.TO.UN","Population, aged 14-19, total","Education"
"SP.POP.1524.FE.UN","Population, aged 15-24, female","Education"
"SP.POP.1524.MA.UN","Population, aged 15-24, male","Education"
"SP.POP.1524.TO.UN","Population, aged 15-24, total","Education"
"SP.POP.1564.FE.IN","Population ages 15-64, female","Education"
"SP.POP.1564.MA.IN","Population ages 15-64, male","Education"
"SP.POP.1564.TO","Population ages 15-64, total","Education"
"SP.POP.1564.TO.ZS","Population ages 15-64 (% of total)","Education"
"SP.POP.AG00.FE.UN","Population, aged 0, female","Education"
"SP.POP.AG00.MA.UN","Population, aged 0, male","Education"
"SP.POP.AG00.TO.UN","Population, aged 0, total","Education"
"SP.POP.AG01.FE.UN","Population, aged 1, female","Education"
"SP.POP.AG01.MA.UN","Population, aged 1, male","Education"
"SP.POP.AG01.TO.UN","Population, aged 1, total","Education"
"SP.POP.AG02.FE.UN","Population, aged 2, female","Education"
"SP.POP.AG02.MA.UN","Population, aged 2, male","Education"
"SP.POP.AG02.TO.UN","Population, aged 2, total","Education"
"SP.POP.AG03.FE.UN","Population, aged 3, female","Education"
"SP.POP.AG03.MA.UN","Population, aged 3, male","Education"
"SP.POP.AG03.TO.UN","Population, aged 3, total","Education"
"SP.POP.AG04.FE.UN","Population, aged 4, female","Education"
"SP.POP.AG04.MA.UN","Population, aged 4, male","Education"
"SP.POP.AG04.TO.UN","Population, aged 4, total","Education"
"SP.POP.AG05.FE.UN","Population, aged 5, female","Education"
"SP.POP.AG05.MA.UN","Population, aged 5, male","Education"
"SP.POP.AG05.TO.UN","Population, aged 5, total","Education"
"SP.POP.AG06.FE.UN","Population, aged 6, female","Education"
"SP.POP.AG06.MA.UN","Population, aged 6, male","Education"
"SP.POP.AG06.TO.UN","Population, aged 6, total","Education"
"SP.POP.AG07.FE.UN","Population, aged 7, female","Education"
"SP.POP.AG07.MA.UN","Population, aged 7, male","Education"
"SP.POP.AG07.TO.UN","Population, aged 7, total","Education"
"SP.POP.AG08.FE.UN","Population, aged 8, female","Education"
"SP.POP.AG08.MA.UN","Population, aged 8, male","Education"
"SP.POP.AG08.TO.UN","Population, aged 8, total","Education"
"SP.POP.AG09.FE.UN","Population, aged 9, female","Education"
"SP.POP.AG09.MA.UN","Population, aged 9, male","Education"
"SP.POP.AG09.TO.UN","Population, aged 9, total","Education"
"SP.POP.AG10.FE.UN","Population, aged 10, female","Education"
"SP.POP.AG10.MA.UN","Population, aged 10, male","Education"
"SP.POP.AG10.TO.UN","Population, aged 10, total","Education"
"SP.POP.AG11.FE.UN","Population, aged 11, female","Education"
"SP.POP.AG11.MA.UN","Population, aged 11, male","Education"
"SP.POP.AG11.TO.UN","Population, aged 11, total","Education"
"SP.POP.AG12.FE.UN","Population, aged 12, female","Education"
"SP.POP.AG12.MA.UN","Population, aged 12, male","Education"
"SP.POP.AG12.TO.UN","Population, aged 12, total","Education"
"SP.POP.AG13.FE.UN","Population, aged 13, female","Education"
"SP.POP.AG13.MA.UN","Population, aged 13, male","Education"
"SP.POP.AG13.TO.UN","Population, aged 13, total","Education"
"SP.POP.AG14.FE.UN","Population, aged 14, female","Education"
"SP.POP.AG14.MA.UN","Population, aged 14, male","Education"
"SP.POP.AG14.TO.UN","Population, aged 14, total","Education"
"SP.POP.AG15.FE.UN","Population, aged 15, female","Education"
"SP.POP.AG15.MA.UN","Population, aged 15, male","Education"
"SP.POP.AG15.TO.UN","Population, aged 15, total","Education"
"SP.POP.AG16.FE.UN","Population, aged 16, female","Education"
"SP.POP.AG16.MA.UN","Population, aged 16, male","Education"
"SP.POP.AG16.TO.UN","Population, aged 16, total","Education"
"SP.POP.AG17.FE.UN","Population, aged 17, female","Education"
"SP.POP.AG17.MA.UN","Population, aged 17, male","Education"
"SP.POP.AG17.TO.UN","Population, aged 17, total","Education"
"SP.POP.AG18.FE.UN","Population, aged 18, female","Education"
"SP.POP.AG18.MA.UN","Population, aged 18, male","Education"
"SP.POP.AG18.TO.UN","Population, aged 18, total","Education"
"SP.POP.AG19.FE.UN","Population, aged 19, female","Education"
"SP.POP.AG19.MA.UN","Population, aged 19, male","Education"
"SP.POP.AG19.TO.UN","Population, aged 19, total","Education"
"SP.POP.AG20.FE.UN","Population, aged 20, female","Education"
"SP.POP.AG20.MA.UN","Population, aged 20, male","Education"
"SP.POP.AG20.TO.UN","Population, aged 20, total","Education"
"SP.POP.AG21.FE.UN","Population, aged 21, female","Education"
"SP.POP.AG21.MA.UN","Population, aged 21, male","Education"
"SP.POP.AG21.TO.UN","Population, aged 21, total","Education"
"SP.POP.AG22.FE.UN","Population, aged 22, female","Education"
"SP.POP.AG22.MA.UN","Population, aged 22, male","Education"
"SP.POP.AG22.TO.UN","Population, aged 22, total","Education"
"SP.POP.AG23.FE.UN","Population, aged 23, female","Education"
"SP.POP.AG23.MA.UN","Population, aged 23, male","Education"
"SP.POP.AG23.TO.UN","Population, aged 23, total","Education"
"SP.POP.AG24.FE.UN","Population, aged 24, female","Education"
"SP.POP.AG24.MA.UN","Population, aged 24, male","Education"
"SP.POP.AG24.TO.UN","Population, aged 24, total","Education"
"SP.POP.AG25.FE.UN","Population, aged 25, female","Education"
"SP.POP.AG25.MA.UN","Population, aged 25, male","Education"
"SP.POP.AG25.TO.UN","Population, aged 25, total","Education"
"SP.PRE.TOTL.FE.IN","Population, pre-primary, female","Education"
"SP.PRE.TOTL.IN","Population, pre-primary, total","Education"
"SP.PRE.TOTL.MA.IN","Population, pre-primary, male","Education"
"SP.PRM.GRAD.FE","School age population. Primary. Last Grade. Female","Education"
"SP.PRM.GRAD.MA","School age population. Primary. Last Grade. Male","Education"
"SP.PRM.GRAD.TO","School age population. Primary. Last Grade. Total","Education"
"SP.PRM.TOTL.FE.IN","Population, primary, female","Education"
"SP.PRM.TOTL.IN","Population, primary, total","Education"
"SP.PRM.TOTL.MA.IN","Population, primary, male","Education"
"SP.SEC.LTOT.FE.IN","Population, low secondary, female","Education"
"SP.SEC.LTOT.IN","Population, low secondary, total","Education"
"SP.SEC.LTOT.MA.IN","Population, low secondary, male","Education"
"SP.SEC.TOTL.FE.IN","Population, secondary, female","Education"
"SP.SEC.TOTL.IN","Population, secondary, total","Education"
"SP.SEC.TOTL.MA.IN","Population, secondary, male","Education"
"SP.SEC.UTOT.FE.IN","Population, upper secondary, female","Education"
"SP.SEC.UTOT.IN","Population, upper secondary, total","Education"
"SP.SEC.UTOT.MA.IN","Population, upper secondary, male","Education"
"SP.TER.TOTL.FE.IN","Population, tertiary, female","Education"
"SP.TER.TOTL.IN","Population, tertiary, total","Education"
"SP.TER.TOTL.MA.IN","Population, tertiary, male","Education"
"UIS.AFR.AGRADMG.1.PU","Africa Dataset: Number of grades. Multigrade class. Primary. Public","Education"
"UIS.AFR.CS.1.PU","Africa Dataset: Average class size. All classes. Primary. Public","Education"
"UIS.AFR.CS.MG.1.PU","Africa Dataset: Average class size. Multigrade classes. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G1.PU","Africa Dataset: Average class size. Single grade classes. Grade 1. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G2.PU","Africa Dataset: Average class size. Single grade classes. Grade 2. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G3.PU","Africa Dataset: Average class size. Single grade classes. Grade 3. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G4.PU","Africa Dataset: Average class size. Single grade classes. Grade 4. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G5.PU","Africa Dataset: Average class size. Single grade classes. Grade 5. Primary. Public","Education"
"UIS.AFR.CS.SG.1.G6.PU","Africa Dataset: Average class size. Single grade classes. Grade 6. Primary. Public","Education"
"UIS.AFR.CS.SG.1.PU","Africa Dataset: Average class size. Single grade classes. Primary. Public","Education"
"UIS.AFR.ECP.MG.1.PU","Africa Dataset: Percentage of enrolment in multigrade classes. Primary. Public","Education"
"UIS.AFR.GTCTR.1.F","Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Female","Education"
"UIS.AFR.GTCTR.1.M","Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Male","Education"
"UIS.AFR.GTCTR.1.T","Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Total","Education"
"UIS.AFR.NTP.1.PU.T","Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Total","Education"
"UIS.AFR.PBR.1.G1.PU.MATH","Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 1. Public","Education"
"UIS.AFR.PBR.1.G1.PU.READ","Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 1. Public","Education"
"UIS.AFR.PBR.1.G2.PU.MATH","Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 2. Public","Education"
"UIS.AFR.PBR.1.G2.PU.READ","Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 2. Public","Education"
"UIS.AFR.PBR.1.G3.PU.MATH","Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 3. Public","Education"
"UIS.AFR.PBR.1.G3.PU.READ","Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 3. Public","Education"
"UIS.AFR.PBR.1.G4.PU.MATH","Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 4. Public","Education"
"UIS.AFR.PBR.1.G4.PU.READ","Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 4. Public","Education"
"UIS.AFR.PBR.1.G5.PU.MATH","Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 5. Public","Education"
